id,biz_type,area,age,num_households,num_staff,ad_cost,sales
BLD00731,commercial,443.8,42,106,68,4757,31021
BLD00451,residential,283.1,38,135,22,3987,9342
BLD01151,commercial,369.0,35,125,72,213,19912
BLD01147,residential,157.8,43,189,46,1652,12655
BLD00704,residential,85.5,7,86,59,732,6994
BLD01084,residential,205.1,10,63,54,3300,7174
BLD00077,commercial,224.7,2,75,13,2293,5678
BLD00861,commercial,395.2,33,165,11,2198,13803
BLD00298,industrial,169.3,42,157,76,294,15745
BLD01029,commercial,80.6,45,161,74,4935,13627
BLD00842,commercial,69.4,37,218,20,4158,13244
BLD00717,residential,100.9,40,24,62,3310,5135
BLD00126,public,327.5,27,124,70,740,9133
BLD00688,commercial,418.0,15,49,40,3672,10845
BLD01062,public,204.1,7,59,63,3463,7260
BLD00552,residential,183.9,23,80,12,3280,4626
BLD00985,commercial,225.7,16,9,29,2654,3991
BLD01059,residential,164.3,4,149,65,2847,16132
BLD00608,residential,291.9,18,123,40,1572,7881
BLD00761,commercial,248.4,34,123,31,791,10229
BLD01130,commercial,75.3,28,214,68,1348,16790
BLD00021,commercial,62.2,1,89,11,1171,4968
BLD00809,residential,238.3,13,113,16,922,5047
BLD01096,residential,260.5,33,134,20,113,5912
BLD00541,residential,373.8,29,173,6,4639,11292
BLD00278,residential,63.5,27,215,3,1040,5333
BLD00578,industrial,134.5,50,84,68,3571,10600
BLD00797,commercial,188.9,1,142,34,4595,11697
BLD00830,public,196.8,39,152,77,3734,14915
BLD00257,commercial,175.2,9,94,66,2320,13102
BLD00697,public,141.8,38,157,23,4556,5169
BLD00399,residential,94.2,43,108,29,372,4384
BLD01195,residential,158.4,11,120,45,4470,9525
BLD00212,commercial,142.3,26,139,26,1505,5410
BLD00926,residential,251.7,8,158,61,158,13685
BLD00090,residential,183.5,23,216,8,4388,9065
BLD00405,public,257.6,46,97,71,3130,14908
BLD00741,industrial,246.3,26,1,18,760,4644
BLD00192,industrial,76.8,16,51,7,1871,5264
BLD00768,public,175.4,26,152,44,3456,9300
BLD00957,residential,151.6,48,145,26,4192,10259
BLD01191,industrial,474.9,37,176,77,938,33030
BLD01094,commercial,166.6,18,182,10,1156,11344
BLD00475,public,129.3,19,134,1,3142,5073
BLD01122,residential,143.0,39,188,15,2106,7727
BLD01135,commercial,237.4,25,100,56,917,9017
BLD00028,residential,105.7,2,82,21,3965,5344
BLD00224,public,507.2,39,163,29,3283,12759
BLD00217,residential,261.5,18,148,25,3453,7480
BLD00249,industrial,244.3,50,68,16,804,5946
BLD00190,commercial,258.3,3,65,1,4628,5616
BLD00937,industrial,211.6,34,150,5,1995,10671
BLD00392,residential,323.5,34,166,48,1842,15351
BLD00737,industrial,388.7,11,140,12,3076,13058
BLD00071,residential,245.6,37,91,48,665,9805
BLD00800,residential,195.2,31,65,31,609,4238
BLD00700,industrial,246.6,12,20,9,3078,5984
BLD00923,commercial,75.6,41,209,46,1238,9473
BLD00534,residential,335.7,21,174,57,3523,26338
BLD01189,industrial,115.1,46,150,74,4356,22989
BLD01132,residential,227.0,16,105,65,4212,13028
BLD01040,residential,391.1,25,105,59,387,17533
BLD01001,residential,375.5,45,210,8,319,8377
BLD00848,residential,182.5,1,65,5,3902,4570
BLD01164,industrial,126.8,50,21,65,3898,6628
BLD00220,residential,163.9,37,97,17,2919,3856
BLD00234,industrial,178.7,15,61,19,3977,8835
BLD00736,public,329.4,29,162,35,2071,14208
BLD00772,residential,262.1,44,207,55,514,10414
BLD00415,residential,118.4,32,90,14,4332,3849
BLD00289,industrial,151.0,31,88,15,1721,9223
BLD00378,commercial,393.4,11,38,29,3746,9228
BLD00673,public,348.3,16,19,44,2104,5809
BLD00994,residential,133.3,11,190,31,222,9366
BLD00367,commercial,156.2,19,138,32,2912,11298
BLD00860,public,430.1,13,28,41,894,5809
BLD00515,residential,141.9,39,63,64,4634,8699
BLD00904,residential,431.4,18,12,43,1262,9929
BLD00889,commercial,78.2,30,62,22,1011,4217
BLD01200,residential,278.0,34,39,56,2361,7309
BLD00771,public,96.5,20,72,69,1055,4252
BLD00948,industrial,150.0,17,189,63,4875,52537
BLD00565,public,294.9,19,216,62,3209,21970
BLD00911,residential,382.4,22,204,46,909,22169
BLD00913,industrial,154.2,49,80,37,1756,9396
BLD00607,commercial,270.4,43,149,23,1374,11138
BLD00334,industrial,144.8,6,151,13,435,7096
BLD00992,residential,213.0,32,51,74,4740,7090
BLD01194,public,166.9,15,202,33,2426,8226
BLD00105,residential,408.7,46,5,79,889,11972
BLD00129,industrial,256.2,9,73,28,1426,9058
BLD01058,residential,186.3,8,19,24,2716,5132
BLD00866,commercial,62.3,7,67,57,4529,6939
BLD00564,commercial,108.7,47,140,46,3112,13161
BLD01190,residential,146.1,16,213,36,4316,17053
BLD01188,residential,206.9,40,188,32,2544,11357
BLD00242,commercial,157.4,10,118,72,286,13000
BLD00846,commercial,120.3,45,99,67,2933,8713
BLD00952,residential,266.8,34,168,36,2829,13867
BLD00869,industrial,103.0,5,89,7,1447,7000
BLD00007,public,166.3,17,173,48,671,8528
BLD00931,residential,210.4,13,90,38,1724,7299
BLD00404,residential,185.2,12,66,18,3462,5208
BLD00223,residential,167.5,25,29,40,2513,7354
BLD00550,public,249.0,2,138,78,4300,16625
BLD00939,residential,136.3,48,40,3,3554,3680
BLD00940,residential,251.5,2,131,53,1761,10633
BLD00893,residential,319.1,25,140,73,1331,16705
BLD00062,commercial,294.4,33,167,72,4939,29943
BLD00527,residential,222.6,28,66,13,1607,3784
BLD00446,public,224.4,35,104,53,3700,6849
BLD00063,commercial,279.3,22,71,58,510,14151
BLD00038,public,186.0,47,92,46,3567,8743
BLD00643,public,73.2,36,55,70,1092,4865
BLD01103,residential,255.5,45,45,27,3937,5281
BLD00641,residential,350.6,3,198,65,1474,22669
BLD00626,residential,198.3,41,156,18,1838,7358
BLD01002,commercial,254.9,4,65,22,403,5510
BLD00166,industrial,193.8,33,164,60,1183,13132
BLD00619,public,166.8,45,208,63,4837,17381
BLD01031,residential,354.9,4,58,79,932,12374
BLD00355,residential,183.9,39,51,11,929,2601
BLD00551,commercial,369.6,21,128,27,2477,10423
BLD01069,industrial,100.0,34,70,33,3864,7399
BLD00401,commercial,142.4,41,213,26,2041,10956
BLD01133,commercial,64.8,2,15,78,1613,6961
BLD00603,public,131.1,21,216,15,3713,9252
BLD00013,commercial,130.5,32,22,66,3058,5436
BLD01162,industrial,374.3,28,185,32,2903,26746
BLD00989,public,81.8,30,154,59,4438,6566
BLD00440,commercial,499.4,6,125,44,631,20805
BLD00287,public,74.5,38,75,53,327,2843
BLD00145,commercial,252.7,48,89,73,1591,14454
BLD01018,commercial,102.5,12,81,69,2579,10237
BLD00594,residential,166.1,49,134,58,4157,9254
BLD00414,commercial,151.4,21,62,41,2854,7425
BLD01064,industrial,205.6,44,92,78,3566,21557
BLD01030,public,70.4,33,33,62,1156,3122
BLD00478,residential,270.9,13,173,64,3748,21409
BLD00997,industrial,119.7,20,167,30,1085,10383
BLD01080,public,600.8,22,91,44,2820,12939
BLD00026,residential,391.4,1,171,66,4260,28360
BLD00590,residential,284.6,25,194,39,651,10823
BLD00676,residential,248.3,4,12,72,1616,7270
BLD00082,industrial,240.3,7,215,68,599,27639
BLD00362,residential,165.5,31,2,47,4557,4567
BLD00134,public,227.2,49,4,24,3720,3688
BLD00002,residential,378.0,50,64,15,820,4351
BLD00294,public,173.2,38,41,50,2917,3081
BLD00020,commercial,267.3,44,52,10,4425,8851
BLD00030,commercial,196.5,27,31,15,3341,4952
BLD00335,residential,170.5,22,167,53,4115,11138
BLD00887,public,263.6,46,2,74,2073,4614
BLD00852,industrial,261.7,16,106,13,4640,12782
BLD00502,residential,313.4,14,70,17,3634,7160
BLD01038,residential,131.4,19,218,29,922,13084
BLD01181,residential,299.0,33,4,63,1343,8814
BLD00584,commercial,362.8,18,212,18,2337,19748
BLD00351,industrial,173.5,50,55,30,2975,7188
BLD00084,residential,184.8,39,142,19,3503,6748
BLD00882,industrial,138.5,37,54,14,4960,5123
BLD00804,industrial,149.7,32,217,75,364,22959
BLD00897,residential,394.7,38,132,65,4350,19155
BLD00496,public,251.6,1,198,56,1290,13010
BLD00331,industrial,171.1,48,63,79,1135,10224
BLD00054,commercial,218.9,30,56,22,4985,7506
BLD00511,industrial,163.5,8,57,67,3422,24464
BLD00791,residential,51.9,3,81,3,3943,3569
BLD00174,industrial,314.3,3,171,1,1766,12168
BLD00914,commercial,469.1,36,78,50,3953,21736
BLD00437,public,181.4,2,18,53,3415,3621
BLD00489,industrial,218.8,38,17,51,482,7959
BLD00770,commercial,41.4,40,162,29,3703,12306
BLD00935,residential,70.6,20,9,56,865,3882
BLD00571,commercial,157.9,40,45,53,2326,8321
BLD00420,public,360.2,23,76,68,4406,17787
BLD01157,residential,158.6,28,155,3,668,4486
BLD00859,commercial,204.5,33,34,52,3078,7299
BLD00616,residential,262.6,38,4,5,752,2794
BLD00467,industrial,173.7,49,71,75,1418,10575
BLD01171,residential,319.0,16,193,68,1132,19061
BLD00867,commercial,222.9,40,160,42,1984,11861
BLD00386,residential,94.8,47,142,14,4271,6796
BLD00424,industrial,187.6,2,79,50,1874,9770
BLD00545,residential,163.6,49,140,26,3070,7695
BLD00150,industrial,268.6,32,46,50,4346,11442
BLD00517,commercial,91.3,2,111,26,2870,12264
BLD00886,industrial,136.5,1,178,15,4007,15496
BLD00219,industrial,230.2,23,50,53,701,9524
BLD00752,residential,176.0,38,45,13,356,2832
BLD00748,public,262.5,33,123,48,2647,8304
BLD01180,residential,138.6,4,172,28,935,8202
BLD00495,residential,153.1,5,172,79,2561,18007
BLD00640,residential,113.7,1,72,70,2191,8269
BLD00465,commercial,265.2,35,34,19,4992,7341
BLD00946,industrial,229.6,41,214,25,3239,19570
BLD00144,commercial,240.9,11,108,45,3220,10761
BLD00127,residential,356.7,23,98,6,4747,8424
BLD00153,residential,122.7,13,11,5,1529,2125
BLD00239,commercial,139.9,48,179,11,492,8143
BLD00753,residential,272.9,33,182,75,3485,17636
BLD00593,commercial,105.2,14,16,47,4184,5826
BLD00630,residential,258.7,9,180,48,4545,20883
BLD00925,residential,171.9,39,137,59,3480,13684
BLD00831,residential,213.8,34,91,64,4086,13969
BLD00536,residential,202.5,47,154,69,4056,14056
BLD00975,commercial,565.3,49,44,75,4564,35601
BLD00015,residential,212.5,15,191,20,1944,8512
BLD00760,industrial,491.5,17,91,33,1982,17409
BLD00248,residential,298.4,23,178,57,1648,22718
BLD00873,commercial,82.0,5,46,56,1999,5698
BLD00574,public,199.6,36,212,40,933,8172
BLD00109,industrial,105.3,18,42,71,4671,12411
BLD00384,industrial,313.1,49,149,72,388,17397
BLD01000,residential,201.0,6,73,21,1138,5753
BLD00338,industrial,139.8,49,80,72,199,8946
BLD00340,residential,275.3,1,1,34,228,4282
BLD00996,residential,207.5,46,47,45,4662,8046
BLD00605,commercial,418.7,32,190,70,2864,49231
BLD00045,public,255.9,27,185,79,4390,18973
BLD00933,commercial,231.5,49,126,1,1945,6472
BLD00819,industrial,128.4,6,19,50,450,6656
BLD00602,industrial,241.9,24,102,6,3010,7921
BLD00406,residential,217.9,25,134,27,2674,7851
BLD00745,industrial,289.2,41,209,48,3456,30527
BLD00216,commercial,165.5,11,77,52,3398,7516
BLD00507,commercial,145.0,46,184,8,4856,8628
BLD00325,residential,136.8,17,164,23,2191,6258
BLD00490,residential,194.6,22,62,1,4057,5685
BLD00169,industrial,69.9,15,163,15,740,5528
BLD00138,residential,444.6,39,196,61,1709,25595
BLD00902,residential,267.3,31,188,48,334,14702
BLD00423,public,369.4,38,180,8,4259,10680
BLD00221,commercial,352.4,7,58,21,3812,7707
BLD00979,commercial,489.9,20,57,28,4671,14759
BLD00455,public,274.1,23,1,32,3205,4920
BLD00520,commercial,246.4,19,130,44,2427,11818
BLD00356,residential,70.8,24,67,35,1381,4095
BLD00993,commercial,98.7,12,208,45,1796,12980
BLD00758,industrial,298.8,27,103,11,4398,10026
BLD00195,residential,376.3,37,45,50,806,9734
BLD00402,residential,140.2,32,3,11,620,1881
BLD00666,public,96.8,22,102,31,4617,6177
BLD01053,industrial,151.7,19,183,58,3593,23821
BLD01173,industrial,142.5,45,73,45,2927,8291
BLD00732,industrial,272.5,48,99,47,4927,13474
BLD00792,residential,88.1,43,192,43,1321,10278
BLD01035,residential,297.2,3,207,77,240,30051
BLD00323,public,72.3,31,120,14,1323,3785
BLD00637,residential,221.1,6,149,78,471,16629
BLD00674,commercial,262.8,37,165,14,3654,8911
BLD00998,residential,434.7,36,56,27,3951,7688
BLD00650,residential,196.5,43,206,74,4593,30630
BLD00573,residential,96.0,6,32,74,3297,7797
BLD00313,residential,193.9,20,37,35,1063,3425
BLD00326,commercial,106.5,50,129,22,189,4699
BLD00901,public,564.1,12,172,79,3852,36548
BLD00613,commercial,115.3,46,21,37,1583,4253
BLD00856,commercial,318.1,22,182,17,4652,15993
BLD00984,residential,200.3,28,144,61,1564,10495
BLD00433,residential,329.8,5,131,33,3509,13741
BLD00956,residential,331.9,49,150,25,4657,11901
BLD00719,residential,181.4,13,1,56,3313,5724
BLD00260,residential,92.3,9,91,37,1292,3591
BLD00623,commercial,162.9,36,82,26,1093,7243
BLD00442,residential,143.8,23,169,49,2399,8415
BLD00796,residential,119.8,29,136,62,447,12971
BLD00282,residential,122.0,2,7,34,1044,2289
BLD00408,commercial,331.8,16,212,7,1559,14142
BLD00443,public,398.7,9,96,9,4547,10107
BLD00635,commercial,191.8,16,199,18,1427,8463
BLD01077,industrial,98.4,28,62,39,3215,9456
BLD00900,residential,193.6,48,43,57,744,5216
BLD00460,public,204.6,28,47,41,3776,5564
BLD00093,residential,274.3,30,156,1,3202,7840
BLD00575,commercial,258.2,37,22,71,2850,8243
BLD00978,residential,217.1,16,134,62,3571,11152
BLD01192,industrial,261.1,35,118,36,4227,13941
BLD00504,residential,425.2,47,137,7,3689,7688
BLD00687,public,134.9,9,46,74,507,4545
BLD00476,residential,179.7,25,85,77,4531,13444
BLD00932,residential,360.5,41,196,43,3782,24636
BLD00558,commercial,78.9,25,84,12,203,3794
BLD00659,industrial,216.0,29,3,33,2585,5142
BLD00563,industrial,211.1,12,161,65,1847,26418
BLD00610,residential,304.6,16,192,26,993,10187
BLD00198,industrial,185.1,7,1,27,3805,7051
BLD00751,residential,330.7,47,195,58,1030,15782
BLD00018,residential,278.2,8,172,47,4272,19278
BLD01145,industrial,117.5,39,49,51,3505,8893
BLD00482,commercial,350.2,17,64,73,3427,16871
BLD00576,public,405.9,3,80,45,1890,7764
BLD00472,industrial,222.1,10,76,58,1801,13389
BLD00764,public,253.3,39,49,63,199,5965
BLD00782,commercial,135.4,48,65,64,2723,10754
BLD00136,residential,197.9,20,156,2,1833,5238
BLD00636,industrial,183.1,10,13,16,2919,5688
BLD00461,commercial,107.8,20,134,35,3510,11358
BLD00553,commercial,354.8,19,100,41,2489,13483
BLD01090,commercial,121.2,45,53,44,4622,7125
BLD01159,commercial,232.4,27,37,71,589,9106
BLD00009,commercial,169.1,46,60,34,1447,5619
BLD00078,residential,195.0,42,86,6,1132,4300
BLD00059,public,338.8,22,155,55,980,12856
BLD00960,commercial,43.4,15,47,66,1687,6319
BLD00763,commercial,226.4,22,208,78,2193,24547
BLD00885,commercial,172.1,32,78,51,3657,9334
BLD00425,residential,227.0,10,64,45,3910,6560
BLD00481,residential,201.3,42,192,63,3189,18422
BLD00497,public,385.1,16,169,13,213,8034
BLD01182,residential,389.2,43,166,44,2280,9220
BLD00413,public,400.2,35,48,75,1619,8828
BLD00089,residential,219.0,9,208,67,1892,18740
BLD00999,residential,261.6,35,207,65,2424,17557
BLD00820,residential,168.9,14,10,73,1472,7270
BLD00324,residential,135.3,18,17,26,302,2321
BLD00767,residential,76.6,43,77,76,2560,6504
BLD00322,commercial,428.8,2,79,53,4136,25394
BLD00061,commercial,181.1,16,197,62,4232,18363
BLD00927,commercial,172.3,23,174,42,2058,17614
BLD00837,residential,333.4,24,208,26,3248,18846
BLD00980,industrial,280.5,8,90,78,2988,19667
BLD00297,industrial,210.3,13,37,58,4974,12360
BLD00272,residential,326.1,8,126,35,979,10885
BLD00047,commercial,128.0,11,1,71,772,5917
BLD01111,industrial,183.4,23,208,69,3081,32250
BLD00361,commercial,328.2,46,104,74,2502,23181
BLD00017,residential,255.7,5,100,62,4148,16710
BLD00494,residential,201.3,7,65,70,3931,9924
BLD00816,commercial,228.4,46,197,23,1972,9636
BLD00194,commercial,328.4,40,126,19,3439,10020
BLD01177,industrial,141.5,29,216,18,3791,14083
BLD00868,residential,661.8,22,163,79,1995,74931
BLD00807,residential,244.7,48,129,15,3944,8352
BLD00540,commercial,181.7,45,109,50,3443,11487
BLD00439,commercial,57.8,43,143,58,2256,8047
BLD00141,residential,158.4,6,188,38,2226,14490
BLD00890,industrial,40.8,16,112,40,2249,12243
BLD00468,residential,200.2,4,18,61,4397,8445
BLD01039,public,517.4,29,66,40,791,9487
BLD01112,public,130.6,14,85,32,880,4125
BLD00266,residential,211.0,39,57,71,1595,6264
BLD00263,public,181.9,14,100,3,2157,4415
BLD01017,industrial,304.6,10,86,62,1286,17091
BLD00756,industrial,86.2,10,21,18,2942,4827
BLD00004,commercial,257.4,33,97,30,4180,11959
BLD00474,residential,421.6,17,135,28,3772,16456
BLD00662,public,479.6,18,121,17,2813,18598
BLD00140,commercial,161.4,42,202,14,1214,10633
BLD01092,commercial,230.1,18,84,70,1290,13675
BLD00516,commercial,72.6,40,108,31,1189,5562
BLD00343,residential,61.7,20,53,77,4912,7482
BLD01081,residential,89.4,16,207,48,2754,12722
BLD00941,industrial,353.3,33,108,25,4776,15192
BLD00052,industrial,125.4,20,184,57,3652,19563
BLD00531,residential,304.3,22,6,53,3531,7517
BLD00435,residential,200.0,44,165,2,2001,4306
BLD00538,commercial,312.4,26,161,28,3407,13298
BLD00696,public,344.9,23,96,19,3910,6503
BLD00556,industrial,318.7,48,205,37,3694,32804
BLD01154,industrial,384.8,37,33,41,3208,9967
BLD00951,residential,280.7,13,30,2,2108,5658
BLD00360,residential,74.1,8,53,74,2923,7250
BLD00256,public,151.2,43,118,19,1137,3260
BLD00391,residential,41.5,46,27,26,1753,3664
BLD00721,commercial,214.2,15,37,54,1211,7581
BLD00372,commercial,428.6,29,46,60,2772,9519
BLD00159,industrial,244.0,2,53,13,2741,5624
BLD00412,residential,276.9,38,130,63,315,13596
BLD01004,commercial,107.7,20,131,5,4602,4405
BLD00485,residential,225.0,42,159,79,3377,13424
BLD00147,industrial,105.4,20,152,37,3719,18390
BLD00827,residential,87.6,49,20,48,4553,5562
BLD00844,commercial,210.8,38,109,39,1595,8679
BLD00577,commercial,219.3,17,163,67,4848,33296
BLD00838,residential,153.1,33,16,1,116,2160
BLD01198,public,152.8,16,139,8,597,3342
BLD00589,industrial,144.6,47,159,63,4061,29345
BLD00291,commercial,107.4,50,43,78,4966,8515
BLD00863,industrial,270.2,6,75,67,2453,17643
BLD00214,industrial,127.5,30,127,12,2525,10052
BLD00381,residential,177.8,37,43,25,2199,4502
BLD00100,residential,237.3,19,178,21,4533,11565
BLD01160,public,163.2,47,90,45,2419,6694
BLD00505,public,351.0,44,71,61,403,8288
BLD00597,commercial,80.2,4,184,54,809,12762
BLD00040,commercial,59.0,28,122,14,1814,5787
BLD00341,public,119.4,9,211,5,1840,9075
BLD00003,residential,86.5,12,162,52,2391,8505
BLD00452,industrial,81.8,14,2,19,2254,2951
BLD01093,residential,263.0,4,115,69,3364,13860
BLD00609,residential,224.3,16,29,30,1916,6218
BLD00421,commercial,203.9,42,57,28,193,6084
BLD00847,residential,254.1,16,139,75,2175,19729
BLD00112,residential,583.1,6,102,77,3978,29418
BLD00225,public,194.6,24,211,63,2820,24601
BLD00943,industrial,220.8,31,218,61,2316,35319
BLD00074,industrial,51.8,15,216,66,1665,22036
BLD00048,public,94.9,44,205,19,4439,8237
BLD00639,commercial,231.4,43,90,60,750,9330
BLD00114,industrial,256.7,40,141,66,704,18948
BLD00097,residential,168.3,19,9,1,1862,2126
BLD01148,industrial,272.9,11,195,52,3370,23282
BLD00107,industrial,271.7,14,190,54,497,18928
BLD01042,commercial,435.1,17,218,15,1332,26741
BLD01123,residential,232.7,22,164,67,3450,17548
