ID,Attrition_Flag,Gender,Customer_Age,Income_Category,Card_Category,Credit_Limit,Total_Revolving_Bal,Avg_Utilization_Ratio,Avg_Open_To_Buy,Months_Inactive_12_mon
2205,Existing Customer,M,38,$40K - $60K,Blue,5535.0,1276,0.231,4259.0,2
7838,Existing Customer,M,50,$80K - $120K,Blue,5384.0,1396,0.259,3988.0,3
3187,Existing Customer,M,49,$120K +,Blue,21144.0,1190,0.056,19954.0,2
6107,Existing Customer,F,48,Less than $40K,Blue,3378.0,0,0.0,3378.0,2
4075,Existing Customer,F,43,Less than $40K,Blue,5544.0,1095,0.198,4449.0,1
4778,Existing Customer,M,47,$80K - $120K,Blue,9437.0,2024,0.214,7413.0,1
1633,Existing Customer,M,59,$40K - $60K,Blue,1648.0,997,0.605,651.0,3
1183,Existing Customer,M,30,$80K - $120K,Blue,4237.0,1676,0.396,2561.0,2
587,Existing Customer,M,52,$120K +,Blue,34516.0,2174,0.063,32342.0,1
7857,Attrited Customer,M,46,$40K - $60K,Blue,2979.0,0,0.0,2979.0,2
8856,Existing Customer,M,41,$60K - $80K,Silver,31497.0,2192,0.07,29305.0,3
3368,Existing Customer,M,53,$80K - $120K,Blue,22855.0,0,0.0,22855.0,1
391,Existing Customer,F,39,Less than $40K,Blue,3920.0,2008,0.512,1912.0,1
10066,Existing Customer,M,53,$80K - $120K,Blue,17190.0,1736,0.101,15454.0,6
3920,Existing Customer,F,53,Less than $40K,Blue,2266.0,0,0.0,2266.0,4
783,Existing Customer,F,39,Less than $40K,Blue,2524.0,1395,0.553,1129.0,3
3697,Existing Customer,F,46,Less than $40K,Blue,5157.0,1485,0.288,3672.0,2
7507,Existing Customer,F,46,$40K - $60K,Blue,2168.0,1704,0.786,464.0,3
4167,Existing Customer,F,50,Less than $40K,Blue,2623.0,1714,0.653,909.0,1
7663,Attrited Customer,F,42,Less than $40K,Blue,3241.0,0,0.0,3241.0,3
4370,Existing Customer,M,37,$80K - $120K,Blue,13441.0,0,0.0,13441.0,4
8374,Existing Customer,F,42,Unknown,Blue,1821.0,935,0.513,886.0,1
4534,Existing Customer,F,35,$40K - $60K,Blue,1953.0,1554,0.796,399.0,1
5036,Attrited Customer,M,42,$60K - $80K,Blue,5096.0,0,0.0,5096.0,2
2039,Existing Customer,M,54,$60K - $80K,Blue,2240.0,1580,0.705,660.0,3
9709,Existing Customer,M,45,$60K - $80K,Silver,27494.0,879,0.032,26615.0,3
9282,Existing Customer,F,45,$40K - $60K,Blue,3592.0,865,0.241,2727.0,3
7626,Existing Customer,F,51,Less than $40K,Blue,2927.0,1499,0.512,1428.0,3
2202,Existing Customer,M,45,$120K +,Blue,11962.0,1025,0.086,10937.0,2
6709,Existing Customer,M,45,$120K +,Blue,3534.0,0,0.0,3534.0,2
1956,Existing Customer,M,30,$40K - $60K,Blue,4726.0,1380,0.292,3346.0,1
2078,Existing Customer,F,54,Less than $40K,Blue,2513.0,1126,0.448,1387.0,1
9128,Existing Customer,M,30,$60K - $80K,Blue,15795.0,1742,0.11,14053.0,3
1308,Existing Customer,M,59,$40K - $60K,Blue,6035.0,1392,0.231,4643.0,3
3991,Existing Customer,M,41,$120K +,Blue,3491.0,2506,0.718,985.0,1
7550,Attrited Customer,M,51,$80K - $120K,Blue,24462.0,946,0.039,23516.0,3
135,Existing Customer,F,44,$40K - $60K,Blue,11749.0,788,0.067,10961.0,1
6419,Attrited Customer,F,40,Less than $40K,Blue,3680.0,0,0.0,3680.0,2
